"id","IMSI_UE1","waiting_time_UE1","time_requested_UE1","IMSI_UE2","waiting_time_UE2","time_requested_UE2","IMSI_UE3","waiting_time_UE3","time_requested_UE3","episode_done","action","reward"
10982,"999991000000093",100,6,"999991000000097",157,55,"999991000000095",125,42,false,1,-0.806
10983,"999991000000098",171,50,"999991000000098",0,58,"999991000000096",137,55,false,0,-1.0940000000000003
10984,"999991000000093",100,6,"999991000000099",182,1,"999991000000095",125,42,true,1,-1.538
10985,"999991000000087",18,51,"999991000000099",0,58,"999991000000095",0,16,false,0,-0.111
10986,"999991000000088",29,57,"999991000000098",0,54,"999991000000096",0,59,false,0,-0.07400000000000001
10987,"999991000000087",18,51,"999991000000099",0,58,"999991000000089",41,45,false,2,-0.066
10988,"999991000000088",29,57,"999991000000090",53,45,"999991000000096",0,59,false,1,-0.14400000000000002
10989,"999991000000091",69,52,"999991000000099",0,58,"999991000000089",41,45,false,0,-0.28300000000000003
10990,"999991000000088",29,57,"999991000000090",53,45,"999991000000092",83,45,false,2,-0.129
10991,"999991000000091",69,52,"999991000000099",0,58,"999991000000093",95,44,false,2,-0.494
10992,"999991000000088",29,57,"999991000000094",109,50,"999991000000092",83,45,false,1,-0.612
10993,"999991000000091",69,52,"999991000000099",0,58,"999991000000095",124,60,false,2,-0.9490000000000001
10994,"999991000000088",29,57,"999991000000094",109,50,"999991000000096",138,44,false,2,-0.8420000000000001
10995,"999991000000091",69,52,"999991000000097",153,57,"999991000000095",124,60,false,1,-0.138
10996,"999991000000088",29,57,"999991000000098",166,41,"999991000000096",138,44,false,1,-1.0910000000000002
10997,"999991000000091",69,52,"999991000000097",153,57,"999991000000099",181,5,true,2,-1.2360000000000002
10998,"999991000000091",0,13,"999991000000087",17,13,"999991000000099",0,2,false,1,-0.061000000000000006
10999,"999991000000088",28,14,"999991000000098",0,13,"999991000000096",0,47,false,0,-0.08
11000,"999991000000091",0,13,"999991000000089",39,13,"999991000000099",0,2,false,1,-0.22600000000000003
11001,"999991000000088",28,14,"999991000000098",0,13,"999991000000090",50,55,false,2,-0.127
11002,"999991000000091",61,55,"999991000000089",39,13,"999991000000099",0,2,false,0,-0.103
11003,"999991000000088",28,14,"999991000000092",73,54,"999991000000090",50,55,false,1,-0.073
11004,"999991000000091",61,55,"999991000000089",39,13,"999991000000093",87,45,false,2,-0.082
11005,"999991000000088",28,14,"999991000000092",73,54,"999991000000094",100,60,false,2,-0.595
11006,"999991000000091",61,55,"999991000000089",39,13,"999991000000095",112,53,false,2,-0.8980000000000001
11007,"999991000000088",28,14,"999991000000096",122,48,"999991000000094",100,60,false,1,-0.801
11008,"999991000000091",61,55,"999991000000089",39,13,"999991000000097",135,44,false,2,-1.1510000000000002
11009,"999991000000088",28,14,"999991000000096",122,48,"999991000000098",146,41,false,2,-1.96
11010,"999991000000099",157,44,"999991000000089",39,13,"999991000000097",135,44,true,0,-0.684
11011,"999991000000087",17,49,"999991000000089",0,20,"999991000000097",0,20,false,0,-0.14600000000000002
11012,"999991000000088",0,58,"999991000000096",0,9,"999991000000088",29,51,false,2,-0.078
11013,"999991000000087",17,49,"999991000000089",0,20,"999991000000089",40,52,false,2,-0.07
11014,"999991000000088",0,58,"999991000000090",51,45,"999991000000088",29,51,false,1,-0.06899999999999999
11015,"999991000000091",63,47,"999991000000089",0,20,"999991000000089",40,52,false,0,-0.252
11016,"999991000000088",0,58,"999991000000090",51,45,"999991000000092",74,17,false,2,-0.372
11017,"999991000000091",63,47,"999991000000089",0,20,"999991000000093",87,59,false,2,-0.49200000000000005
11018,"999991000000088",0,58,"999991000000090",51,45,"999991000000094",100,12,false,2,-0.763
11019,"999991000000095",112,19,"999991000000089",0,20,"999991000000093",87,59,false,0,-0.6640000000000001
11020,"999991000000088",0,58,"999991000000096",123,45,"999991000000094",100,12,false,1,-0.5640000000000001
11021,"999991000000097",136,52,"999991000000089",0,20,"999991000000093",87,59,false,0,-1.1170000000000002
11022,"999991000000098",148,42,"999991000000096",123,45,"999991000000094",100,12,false,0,-0.108
11023,"999991000000097",136,52,"999991000000099",160,48,"999991000000093",87,59,true,1,-0.07
11024,"999991000000087",18,55,"999991000000099",0,47,"999991000000093",0,58,false,0,-0.062
11025,"999991000000098",0,7,"999991000000088",31,47,"999991000000094",0,47,false,1,-0.15
11026,"999991000000087",18,55,"999991000000089",43,50,"999991000000093",0,58,false,1,-0.127
11027,"999991000000098",0,7,"999991000000088",31,47,"999991000000090",55,44,false,2,-0.127
11028,"999991000000087",18,55,"999991000000089",43,50,"999991000000091",66,7,false,2,-0.138
11029,"999991000000092",78,49,"999991000000088",31,47,"999991000000090",55,44,false,0,-1.007
11030,"999991000000087",18,55,"999991000000089",43,50,"999991000000093",90,52,false,2,-0.681
11031,"999991000000092",78,49,"999991000000094",103,54,"999991000000090",55,44,false,1,-1.326
11032,"999991000000095",116,12,"999991000000089",43,50,"999991000000093",90,52,false,0,-0.277
11033,"999991000000092",78,49,"999991000000094",103,54,"999991000000096",129,60,false,2,-0.599
11034,"999991000000097",142,59,"999991000000089",43,50,"999991000000093",90,52,false,0,-1.1360000000000001
11035,"999991000000098",156,55,"999991000000094",103,54,"999991000000096",129,60,false,0,-0.8410000000000001
11036,"999991000000097",142,59,"999991000000089",43,50,"999991000000099",169,50,true,2,-0.9320000000000002
11037,"999991000000097",0,6,"999991000000087",19,17,"999991000000099",0,40,false,1,-0.138
11038,"999991000000088",31,52,"999991000000094",0,44,"999991000000096",0,18,false,0,-0.091
11039,"999991000000097",0,6,"999991000000087",19,17,"999991000000089",43,5,false,2,-0.09000000000000001
11040,"999991000000090",54,53,"999991000000094",0,44,"999991000000096",0,18,false,0,-0.401
11041,"999991000000097",0,6,"999991000000087",19,17,"999991000000091",69,42,false,2,-0.47200000000000003
11042,"999991000000090",54,53,"999991000000094",0,44,"999991000000092",81,41,false,2,-0.108
11043,"999991000000097",0,6,"999991000000087",19,17,"999991000000093",94,41,false,2,-0.7230000000000001
11044,"999991000000090",54,53,"999991000000094",105,52,"999991000000092",81,41,false,1,-0.10400000000000001
11045,"999991000000097",0,6,"999991000000087",19,17,"999991000000095",116,42,false,2,-0.977
11046,"999991000000090",54,53,"999991000000096",128,50,"999991000000092",81,41,false,1,-1.0670000000000002
11047,"999991000000097",0,6,"999991000000087",19,17,"999991000000097",140,53,false,2,-1.1760000000000002
11048,"999991000000098",152,14,"999991000000096",128,50,"999991000000092",81,41,false,0,-0.599
11049,"999991000000097",0,6,"999991000000087",19,17,"999991000000099",165,51,true,2,-2.3129999999999997
11050,"999991000000097",0,59,"999991000000087",0,56,"999991000000087",17,47,false,2,-0.1
11051,"999991000000098",0,46,"999991000000088",28,41,"999991000000092",0,57,false,1,-0.12000000000000001
11052,"999991000000097",0,59,"999991000000089",39,59,"999991000000087",17,47,false,1,-0.136
11053,"999991000000098",0,46,"999991000000088",28,41,"999991000000090",50,43,false,2,-0.107
11054,"999991000000097",0,59,"999991000000091",61,49,"999991000000087",17,47,false,1,-0.47000000000000003
11055,"999991000000098",0,46,"999991000000088",28,41,"999991000000092",73,52,false,2,-0.543
11056,"999991000000097",0,59,"999991000000091",61,49,"999991000000093",84,14,false,2,-0.29000000000000004
11057,"999991000000098",0,46,"999991000000094",95,16,"999991000000092",73,52,false,1,-0.343
11058,"999991000000095",107,45,"999991000000091",61,49,"999991000000093",84,14,false,0,-1.059
11059,"999991000000096",117,41,"999991000000094",95,16,"999991000000092",73,52,false,0,-0.10600000000000001
11060,"999991000000095",107,45,"999991000000091",61,49,"999991000000097",129,18,false,2,-1.77
11061,"999991000000096",117,41,"999991000000094",95,16,"999991000000098",140,53,false,2,-0.7690000000000001
11062,"999991000000099",151,10,"999991000000091",61,49,"999991000000097",129,18,true,0,-1.058
11063,"999991000000087",17,57,"999991000000091",0,54,"999991000000097",0,42,false,0,-0.124
11064,"999991000000096",0,54,"999991000000094",0,19,"999991000000088",27,59,false,2,-0.129
11065,"999991000000089",38,60,"999991000000091",0,54,"999991000000097",0,42,false,0,-0.29000000000000004
11066,"999991000000096",0,54,"999991000000090",49,54,"999991000000088",27,59,false,1,-0.08900000000000001
11067,"999991000000089",38,60,"999991000000091",0,54,"999991000000091",59,5,false,2,-0.10200000000000001
11068,"999991000000096",0,54,"999991000000090",49,54,"999991000000092",72,42,false,2,-0.35200000000000004
11069,"999991000000093",83,3,"999991000000091",0,54,"999991000000091",59,5,false,0,-0.492
11070,"999991000000094",94,8,"999991000000090",49,54,"999991000000092",72,42,false,0,-0.14400000000000002
11071,"999991000000093",83,3,"999991000000091",0,54,"999991000000095",105,42,false,2,-1.536
11072,"999991000000094",94,8,"999991000000096",116,19,"999991000000092",72,42,false,1,-0.585
11073,"999991000000093",83,3,"999991000000097",127,45,"999991000000095",105,42,false,1,-0.14400000000000002
11074,"999991000000094",94,8,"999991000000096",116,19,"999991000000098",140,17,false,2,-1.69
11075,"999991000000093",83,3,"999991000000097",127,45,"999991000000099",151,60,true,2,-1.0370000000000001
11076,"999991000000087",17,3,"999991000000097",0,60,"999991000000099",0,51,false,0,-0.1
11077,"999991000000094",0,58,"999991000000088",28,1,"999991000000098",0,52,false,1,-0.097
11078,"999991000000089",39,20,"999991000000097",0,60,"999991000000099",0,51,false,0,-0.23600000000000004
11079,"999991000000094",0,58,"999991000000088",28,1,"999991000000090",50,13,false,2,-0.132
11080,"999991000000091",61,52,"999991000000097",0,60,"999991000000099",0,51,false,0,-0.45100000000000007
11081,"999991000000094",0,58,"999991000000088",28,1,"999991000000092",73,20,false,2,-0.513
11082,"999991000000091",61,52,"999991000000097",0,60,"999991000000093",84,2,false,2,-0.14100000000000001
11083,"999991000000094",94,6,"999991000000088",28,1,"999991000000092",73,20,false,0,-0.118
11084,"999991000000091",61,52,"999991000000095",105,12,"999991000000093",84,2,false,1,-0.15
11085,"999991000000094",94,6,"999991000000096",117,14,"999991000000092",73,20,false,1,-0.31300000000000006
11086,"999991000000097",129,45,"999991000000095",105,12,"999991000000093",84,2,false,0,-0.6510000000000001
11087,"999991000000098",140,57,"999991000000096",117,14,"999991000000092",73,20,false,0,-0.902
11088,"999991000000097",129,45,"999991000000095",105,12,"999991000000099",151,42,true,2,-0.808
11089,"999991000000087",18,44,"999991000000095",0,41,"999991000000099",0,19,false,0,-0.108
11090,"999991000000098",0,44,"999991000000096",0,42,"999991000000088",29,41,false,2,-0.126
11091,"999991000000087",18,44,"999991000000089",40,14,"999991000000099",0,19,false,1,-0.121
11092,"999991000000098",0,44,"999991000000096",0,42,"999991000000090",50,9,false,2,-0.382
11093,"999991000000087",18,44,"999991000000091",63,52,"999991000000099",0,19,false,1,-0.44400000000000006
11094,"999991000000098",0,44,"999991000000096",0,42,"999991000000092",74,54,false,2,-0.549
11095,"999991000000087",18,44,"999991000000093",85,54,"999991000000099",0,19,false,1,-1.6190000000000002
11096,"999991000000094",96,15,"999991000000096",0,42,"999991000000092",74,54,false,0,-1.044
11097,"999991000000095",108,53,"999991000000093",85,54,"999991000000099",0,19,false,0,-0.256
11098,"999991000000096",119,50,"999991000000096",0,42,"999991000000092",74,54,false,0,-0.969
11099,"999991000000097",132,1,"999991000000093",85,54,"999991000000099",0,19,false,0,-1.0850000000000002
11100,"999991000000096",119,50,"999991000000098",143,19,"999991000000092",74,54,false,1,-0.092
11101,"999991000000099",154,57,"999991000000093",85,54,"999991000000099",0,19,true,0,-1.239
11102,"999991000000099",0,43,"999991000000087",19,40,"999991000000099",0,42,false,1,-0.1
11103,"999991000000096",0,59,"999991000000088",31,40,"999991000000092",0,56,false,1,-0.11500000000000002
11104,"999991000000099",0,43,"999991000000087",19,40,"999991000000089",44,58,false,2,-0.122
11105,"999991000000096",0,59,"999991000000088",31,40,"999991000000090",57,48,false,2,-0.136
11106,"999991000000091",69,42,"999991000000087",19,40,"999991000000089",44,58,false,0,-0.11300000000000002
11107,"999991000000092",80,17,"999991000000088",31,40,"999991000000090",57,48,false,0,-0.149
11108,"999991000000091",69,42,"999991000000087",19,40,"999991000000093",93,5,false,2,-0.504
11109,"999991000000092",80,17,"999991000000088",31,40,"999991000000094",105,54,false,2,-0.6110000000000001
11110,"999991000000091",69,42,"999991000000095",118,41,"999991000000093",93,5,false,1,-0.281
11111,"999991000000092",80,17,"999991000000088",31,40,"999991000000096",128,12,false,2,-1.0690000000000002
11112,"999991000000091",69,42,"999991000000097",142,50,"999991000000093",93,5,false,1,-1.183
11113,"999991000000092",80,17,"999991000000088",31,40,"999991000000098",153,9,false,2,-2.164
11114,"999991000000091",69,42,"999991000000097",142,50,"999991000000099",166,45,true,2,-0.9020000000000001
11115,"999991000000091",0,20,"999991000000087",18,52,"999991000000099",0,51,false,1,-0.094
11116,"999991000000092",0,43,"999991000000088",30,44,"999991000000098",0,40,false,1,-0.097
11117,"999991000000091",0,20,"999991000000087",18,52,"999991000000089",41,19,false,2,-0.101
11118,"999991000000090",52,58,"999991000000088",30,44,"999991000000098",0,40,false,0,-0.11300000000000002
11119,"999991000000091",0,20,"999991000000087",18,52,"999991000000091",65,59,false,2,-0.468
11120,"999991000000090",52,58,"999991000000088",30,44,"999991000000092",79,57,false,2,-0.1
11121,"999991000000091",0,20,"999991000000087",18,52,"999991000000093",90,50,false,2,-0.7140000000000002
11122,"999991000000094",102,17,"999991000000088",30,44,"999991000000092",79,57,false,0,-0.5960000000000001
11123,"999991000000091",0,20,"999991000000087",18,52,"999991000000095",116,59,false,2,-0.9400000000000001
11124,"999991000000096",129,42,"999991000000088",30,44,"999991000000092",79,57,false,0,-1.0050000000000001
11125,"999991000000091",0,20,"999991000000097",141,42,"999991000000095",116,59,false,1,-0.274
11126,"999991000000096",129,42,"999991000000088",30,44,"999991000000098",152,20,false,2,-0.858
11127,"999991000000091",0,20,"999991000000099",163,44,"999991000000095",116,59,true,1,-2.311
11128,"999991000000091",0,45,"999991000000099",0,9,"999991000000087",18,42,false,2,-0.101
11129,"999991000000088",28,53,"999991000000088",0,52,"999991000000098",0,55,false,0,-0.097
11130,"999991000000091",0,45,"999991000000099",0,9,"999991000000089",40,4,false,2,-0.274
11131,"999991000000090",51,58,"999991000000088",0,52,"999991000000098",0,55,false,0,-0.38500000000000006
11132,"999991000000091",62,60,"999991000000099",0,9,"999991000000089",40,4,false,0,-0.10500000000000001
11133,"999991000000090",51,58,"999991000000088",0,52,"999991000000092",75,57,false,2,-0.115
11134,"999991000000091",62,60,"999991000000099",0,9,"999991000000093",86,49,false,2,-0.41400000000000003
11135,"999991000000090",51,58,"999991000000094",96,5,"999991000000092",75,57,false,1,-0.132
11136,"999991000000091",62,60,"999991000000095",107,13,"999991000000093",86,49,false,1,-0.09899999999999999
11137,"999991000000096",118,8,"999991000000094",96,5,"999991000000092",75,57,false,0,-0.577
11138,"999991000000091",62,60,"999991000000095",107,13,"999991000000097",131,52,false,2,-0.913
11139,"999991000000096",118,8,"999991000000094",96,5,"999991000000098",141,55,false,2,-1.732
11140,"999991000000091",62,60,"999991000000099",153,47,"999991000000097",131,52,true,1,-1.026
11141,"999991000000091",0,41,"999991000000099",0,46,"999991000000087",19,57,false,2,-0.10600000000000001
11142,"999991000000088",30,2,"999991000000094",0,60,"999991000000098",0,51,false,0,-0.14100000000000001
11143,"999991000000091",0,41,"999991000000099",0,46,"999991000000089",42,55,false,2,-0.308
11144,"999991000000090",52,5,"999991000000094",0,60,"999991000000098",0,51,false,0,-0.35200000000000004
11145,"999991000000091",0,41,"999991000000091",63,18,"999991000000089",42,55,false,1,-0.126
11146,"999991000000092",77,42,"999991000000094",0,60,"999991000000098",0,51,false,0,-0.523
11147,"999991000000093",88,44,"999991000000091",63,18,"999991000000089",42,55,false,0,-0.11100000000000002
11148,"999991000000092",77,42,"999991000000094",99,52,"999991000000098",0,51,false,1,-0.11
11149,"999991000000093",88,44,"999991000000095",110,60,"999991000000089",42,55,false,1,-1.585
11150,"999991000000096",121,53,"999991000000094",99,52,"999991000000098",0,51,false,0,-0.7950000000000002
11151,"999991000000093",88,44,"999991000000097",133,60,"999991000000089",42,55,false,1,-1.1300000000000001
11152,"999991000000096",121,53,"999991000000094",99,52,"999991000000098",145,5,false,2,-0.101
11153,"999991000000093",88,44,"999991000000099",155,54,"999991000000089",42,55,true,1,-1.3170000000000002
11154,"999991000000093",0,13,"999991000000099",0,42,"999991000000087",18,42,false,2,-0.07
11155,"999991000000096",0,43,"999991000000094",0,9,"999991000000088",29,40,false,2,-0.08900000000000001
11156,"999991000000093",0,13,"999991000000099",0,42,"999991000000089",40,51,false,2,-0.29400000000000004
11157,"999991000000090",51,54,"999991000000094",0,9,"999991000000088",29,40,false,0,-0.093
11158,"999991000000093",0,13,"999991000000099",0,42,"999991000000091",62,41,false,2,-0.49100000000000005
11159,"999991000000090",51,54,"999991000000092",75,20,"999991000000088",29,40,false,1,-0.09899999999999999
11160,"999991000000093",86,45,"999991000000099",0,42,"999991000000091",62,41,false,0,-0.063
11161,"999991000000090",51,54,"999991000000094",97,18,"999991000000088",29,40,false,1,-0.785
11162,"999991000000093",86,45,"999991000000099",0,42,"999991000000095",108,50,false,2,-0.669
11163,"999991000000090",51,54,"999991000000094",97,18,"999991000000096",118,56,false,2,-0.35100000000000003
11164,"999991000000093",86,45,"999991000000097",131,4,"999991000000095",108,50,false,1,-0.122
11165,"999991000000090",51,54,"999991000000094",97,18,"999991000000098",142,10,false,2,-1.2080000000000002
11166,"999991000000099",154,6,"999991000000097",131,4,"999991000000095",108,50,true,0,-0.889
11167,"999991000000087",19,45,"999991000000097",0,55,"999991000000095",0,58,false,0,-0.092
11168,"999991000000090",0,54,"999991000000094",0,51,"999991000000088",34,19,false,2,-0.096
11169,"999991000000087",19,45,"999991000000097",0,55,"999991000000089",46,2,false,2,-0.128
11170,"999991000000090",0,54,"999991000000094",0,51,"999991000000090",58,41,false,2,-0.41500000000000004
11171,"999991000000087",19,45,"999991000000097",0,55,"999991000000091",70,47,false,2,-0.506
11172,"999991000000090",0,54,"999991000000092",81,2,"999991000000090",58,41,false,1,-0.14100000000000001
11173,"999991000000087",19,45,"999991000000093",92,15,"999991000000091",70,47,false,1,-0.135
11174,"999991000000094",103,7,"999991000000092",81,2,"999991000000090",58,41,false,0,-0.14400000000000002
11175,"999991000000095",115,54,"999991000000093",92,15,"999991000000091",70,47,false,0,-0.28600000000000003
11176,"999991000000096",126,40,"999991000000092",81,2,"999991000000090",58,41,false,0,-0.994
11177,"999991000000095",115,54,"999991000000097",138,1,"999991000000091",70,47,false,1,-0.923
11178,"999991000000096",126,40,"999991000000092",81,2,"999991000000098",149,56,false,2,-0.643
11179,"999991000000095",115,54,"999991000000097",138,1,"999991000000099",161,3,true,2,-0.7270000000000001
11180,"999991000000087",16,15,"999991000000097",0,5,"999991000000099",0,55,false,0,-0.131
11181,"999991000000088",27,18,"999991000000092",0,49,"999991000000098",0,54,false,0,-0.108
11182,"999991000000089",39,9,"999991000000097",0,5,"999991000000099",0,55,false,0,-0.20900000000000002
11183,"999991000000090",50,40,"999991000000092",0,49,"999991000000098",0,54,false,0,-0.321
11184,"999991000000089",39,9,"999991000000097",0,5,"999991000000091",61,43,false,2,-0.125
11185,"999991000000092",73,14,"999991000000092",0,49,"999991000000098",0,54,false,0,-0.57
11186,"999991000000089",39,9,"999991000000097",0,5,"999991000000093",85,7,false,2,-0.6520000000000001
11187,"999991000000092",73,14,"999991000000092",0,49,"999991000000094",95,6,false,2,-0.134
11188,"999991000000089",39,9,"999991000000095",106,4,"999991000000093",85,7,false,1,-0.095
11189,"999991000000092",73,14,"999991000000092",0,49,"999991000000096",117,44,false,2,-0.941
11190,"999991000000097",130,54,"999991000000095",106,4,"999991000000093",85,7,false,0,-0.43000000000000005
11191,"999991000000092",73,14,"999991000000092",0,49,"999991000000098",141,42,false,2,-1.157
11192,"999991000000097",130,54,"999991000000095",106,4,"999991000000099",154,54,true,2,-0.8320000000000001
11193,"999991000000097",0,11,"999991000000095",0,44,"999991000000087",17,45,false,2,-0.132
11194,"999991000000088",27,46,"999991000000092",0,41,"999991000000098",0,45,false,0,-0.108
11195,"999991000000097",0,11,"999991000000089",38,43,"999991000000087",17,45,false,1,-0.134
11196,"999991000000088",27,46,"999991000000092",0,41,"999991000000090",49,44,false,2,-0.10500000000000001
11197,"999991000000097",0,11,"999991000000089",38,43,"999991000000091",60,43,false,2,-0.24800000000000005
11198,"999991000000088",27,46,"999991000000092",0,41,"999991000000092",72,56,false,2,-0.5549999999999999
11199,"999991000000097",0,11,"999991000000089",38,43,"999991000000093",83,54,false,2,-0.653
11200,"999991000000088",27,46,"999991000000092",0,41,"999991000000094",93,56,false,2,-0.794
11201,"999991000000097",0,11,"999991000000095",104,47,"999991000000093",83,54,false,1,-0.465
11202,"999991000000088",27,46,"999991000000092",0,41,"999991000000096",115,59,false,2,-0.9630000000000001
11203,"999991000000097",0,11,"999991000000097",126,55,"999991000000093",83,54,false,1,-1.0430000000000001
11204,"999991000000088",27,46,"999991000000092",0,41,"999991000000098",139,6,false,2,-1.184
11205,"999991000000099",150,44,"999991000000097",126,55,"999991000000093",83,54,true,0,-0.091
11206,"999991000000099",0,40,"999991000000097",0,52,"999991000000087",18,41,false,2,-0.11400000000000002
11207,"999991000000088",0,7,"999991000000088",29,1,"999991000000098",0,60,false,1,-0.089
11208,"999991000000099",0,40,"999991000000097",0,52,"999991000000089",40,1,false,2,-0.28300000000000003
11209,"999991000000090",51,4,"999991000000088",29,1,"999991000000098",0,60,false,0,-0.067
11210,"999991000000099",0,40,"999991000000091",62,49,"999991000000089",40,1,false,1,-0.10200000000000001
11211,"999991000000090",51,4,"999991000000088",29,1,"999991000000092",73,4,false,2,-0.12
11212,"999991000000093",85,40,"999991000000091",62,49,"999991000000089",40,1,false,0,-0.13
11213,"999991000000090",51,4,"999991000000088",29,1,"999991000000094",95,44,false,2,-0.7210000000000001
11214,"999991000000093",85,40,"999991000000091",62,49,"999991000000095",106,17,false,2,-0.44100000000000006
11215,"999991000000090",51,4,"999991000000096",117,54,"999991000000094",95,44,false,1,-0.342
11216,"999991000000093",85,40,"999991000000097",129,54,"999991000000095",106,17,false,1,-0.667
11217,"999991000000090",51,4,"999991000000096",117,54,"999991000000098",140,9,false,2,-0.989
11218,"999991000000093",85,40,"999991000000099",151,9,"999991000000095",106,17,true,1,-1.2950000000000002
11219,"999991000000087",16,40,"999991000000099",0,46,"999991000000095",0,52,false,0,-0.135
11220,"999991000000088",27,45,"999991000000096",0,4,"999991000000098",0,40,false,0,-0.079
11221,"999991000000087",16,40,"999991000000099",0,46,"999991000000089",38,4,false,2,-0.112
11222,"999991000000090",50,5,"999991000000096",0,4,"999991000000098",0,40,false,0,-0.378
11223,"999991000000087",16,40,"999991000000099",0,46,"999991000000091",62,49,false,2,-0.41600000000000004
11224,"999991000000090",50,5,"999991000000092",75,14,"999991000000098",0,40,false,1,-0.054000000000000006
11225,"999991000000087",16,40,"999991000000093",87,49,"999991000000091",62,49,false,1,-0.10600000000000001
11226,"999991000000094",98,40,"999991000000092",75,14,"999991000000098",0,40,false,0,-0.545
11227,"999991000000087",16,40,"999991000000093",87,49,"999991000000095",110,8,false,2,-0.677
11228,"999991000000094",98,40,"999991000000096",121,1,"999991000000098",0,40,false,1,-0.7390000000000001
11229,"999991000000087",16,40,"999991000000097",134,19,"999991000000095",110,8,false,1,-0.9020000000000001
11230,"999991000000094",98,40,"999991000000096",121,1,"999991000000098",145,56,false,2,-0.1
11231,"999991000000087",16,40,"999991000000099",157,19,"999991000000095",110,8,true,1,-1.3150000000000002
11232,"999991000000087",19,54,"999991000000099",0,51,"999991000000095",0,40,false,0,-0.135
11233,"999991000000094",0,2,"999991000000096",0,55,"999991000000088",30,11,false,2,-0.131
